202	run	v	187325	0.96
203	small	j	185463	0.97
204	number	n	186005	0.96
205	off	r	183854	0.95
206	always	r	179474	0.97
207	move	v	179388	0.97
208	like	v	182341	0.95
209	night	n	184511	0.93
210	live	v	176144	0.98
211	point	n	177481	0.97
212	believe	v	178397	0.96
213	hold	v	177368	0.97
214	today	r	183724	0.93
215	bring	v	174366	0.98
216	happen	v	182714	0.93
217	next	m	176306	0.96
218	without	i	172448	0.98
219	before	i	172769	0.98
220	large	j	175611	0.96
221	all	r	177317	0.93
222	million	m	176895	0.93
223	must	v	171043	0.96
224	home	n	170527	0.96
225	under	i	164766	0.98
226	water	n	167666	0.96
227	room	n	172472	0.92
228	write	v	161824	0.98
229	mother	n	169407	0.93
230	area	n	165812	0.95
231	national	j	166359	0.95
232	money	n	164794	0.95
233	story	n	163582	0.96
234	young	j	160011	0.98
235	fact	n	164401	0.95
236	month	n	162685	0.96
237	different	j	162419	0.96
238	lot	n	169570	0.92
239	right	n	163259	0.95
240	study	n	174069	0.88
241	book	n	154013	0.98
242	eye	n	169150	0.89
243	job	n	154743	0.96
244	word	n	152891	0.97
245	though	c	152182	0.97
246	business	n	154468	0.95
247	four	m	151437	0.97
248	issue	n	156417	0.94
249	side	n	152559	0.96
250	kind	n	155032	0.95
251	head	n	160131	0.91
252	far	r	148621	0.98
253	black	j	150718	0.96
254	long	j	149050	0.97
255	both	d	146338	0.97
256	little	j	150026	0.94
257	house	n	149251	0.94
258	yes	u	157364	0.89
259	after	c	142289	0.98
260	since	c	141264	0.98
261	long	r	142007	0.97
262	provide	v	150879	0.91
263	service	n	146122	0.94
264	around	i	143766	0.96
265	friend	n	142697	0.96
266	important	j	144194	0.95
267	father	n	145051	0.93
268	sit	v	147185	0.92
269	away	r	144713	0.93
270	until	c	140819	0.96
271	power	n	141357	0.95
272	hour	n	138955	0.96
273	game	n	146311	0.92
274	often	r	140731	0.95
275	yet	r	135484	0.98
276	line	n	135986	0.98
277	political	j	144437	0.92
278	end	n	134104	0.98
279	among	i	138192	0.94
280	ever	r	135774	0.96
281	stand	v	140937	0.92
282	bad	j	134910	0.96
283	lose	v	134102	0.97
284	however	r	142282	0.91
285	member	n	134731	0.95
286	pay	v	133133	0.96
287	law	n	133706	0.95
288	meet	v	128737	0.98
289	car	n	133571	0.94
290	city	n	132684	0.95
291	almost	r	127907	0.98
292	include	v	133563	0.93
293	continue	v	126029	0.98
294	set	v	127369	0.97
295	later	r	126495	0.98
296	community	n	133057	0.93
297	much	r	126029	0.98
298	name	n	127139	0.97
299	five	m	125942	0.97
300	once	r	126203	0.97
301	white	j	126760	0.96
302	least	r	123961	0.98
303	president	n	134203	0.91
304	learn	v	124346	0.97
305	real	j	124187	0.97
306	change	v	123183	0.98
307	team	n	131489	0.92
308	minute	n	126660	0.95
309	best	j	124850	0.96
310	several	d	124039	0.97
311	idea	n	122140	0.98
312	kid	n	126428	0.95
313	body	n	125165	0.96
314	information	n	127339	0.94
315	nothing	p	126848	0.94
316	ago	r	125252	0.95
317	right	j	126278	0.94
318	lead	v	122691	0.97
319	social	j	132899	0.89
320	understand	v	121354	0.97
321	whether	c	121921	0.96
322	back	n	125006	0.94
323	watch	v	124976	0.94
324	together	r	119186	0.98
325	follow	v	119425	0.97
326	around	r	122789	0.94
327	parent	n	119610	0.97
328	only	j	117700	0.98
329	stop	v	121481	0.94
330	face	n	127291	0.89
331	anything	p	120362	0.94
332	create	v	119419	0.95
333	public	j	119825	0.95
334	already	r	115220	0.98
335	speak	v	117358	0.96
336	others	n	115771	0.97
337	read	v	114094	0.97
338	level	n	121704	0.91
339	allow	v	114892	0.97
340	add	v	117842	0.94
341	office	n	114791	0.97
342	spend	v	114569	0.97
343	door	n	124993	0.88
344	health	n	117762	0.94
345	person	n	113650	0.97
346	art	n	117851	0.93
347	sure	j	116186	0.94
348	such	i	119125	0.92
349	war	n	117804	0.93
350	history	n	114904	0.95
351	party	n	112962	0.96
352	within	i	114599	0.93
353	grow	v	110020	0.97
354	result	n	116277	0.92
355	open	v	111857	0.94
356	change	n	112426	0.94
357	morning	n	114002	0.92
358	walk	v	113787	0.92
359	reason	n	106863	0.97
360	low	j	108990	0.95
361	win	v	111478	0.93
362	research	n	114802	0.90
363	girl	n	110409	0.93
364	guy	n	110409	0.93
365	early	j	108171	0.95
366	food	n	107728	0.96
367	himself	p	109496	0.94
368	before	c	107448	0.96
369	moment	n	109720	0.94
370	air	n	105932	0.96
371	teacher	n	116100	0.88
372	force	n	108005	0.95
373	offer	v	106473	0.96
374	enough	r	105880	0.96
375	both	r	106361	0.95
376	education	n	113731	0.89
377	across	i	105559	0.96
378	although	c	107925	0.93
379	remember	v	106879	0.94
380	foot	n	107285	0.94
381	second	m	103621	0.97
382	boy	n	107447	0.93
383	maybe	r	108421	0.92
384	toward	i	105984	0.94
385	able	j	103171	0.97
386	age	n	103402	0.96
387	off	i	104122	0.95
388	policy	n	107601	0.92
389	everything	p	103670	0.95
390	love	v	103681	0.95
391	process	n	107341	0.91
392	music	n	102657	0.95
393	including	i	103650	0.94
394	consider	v	101987	0.96
395	appear	v	100671	0.97
396	actually	r	105155	0.92
397	buy	v	101105	0.95
398	probably	r	99754	0.96
399	human	j	101224	0.94
400	wait	v	102463	0.93
401	serve	v	99660	0.95
402	market	n	100435	0.94
403	die	v	98376	0.96
404	send	v	96613	0.97
405	expect	v	95566	0.98
406	home	r	97937	0.95
407	sense	n	95896	0.97
408	build	v	96651	0.96
409	stay	v	96933	0.96
410	fall	v	96908	0.95
411	oh	u	103613	0.89
412	nation	n	97212	0.95
413	plan	n	95824	0.96
414	cut	v	96012	0.95
415	college	n	97038	0.94
416	interest	n	96620	0.95
417	death	n	93222	0.98
418	course	r	96224	0.95
419	someone	p	95650	0.95
420	experience	n	98106	0.93
421	behind	i	95047	0.93
422	reach	v	92375	0.96
423	local	j	92979	0.95
424	six	m	90694	0.97
425	kill	v	92660	0.95
426	remain	v	91319	0.96
427	effect	n	95216	0.92
428	use	n	96564	0.90
429	yeah	u	103389	0.84
430	suggest	v	92643	0.93
431	class	n	91323	0.94
432	control	n	90301	0.94
433	raise	v	87036	0.98
434	care	n	88862	0.96
435	perhaps	r	87060	0.98
436	little	r	88697	0.95
437	late	j	86421	0.98
438	hard	j	86817	0.97
439	field	n	87243	0.96
440	else	r	87876	0.95
441	pass	v	86184	0.97
442	former	d	88930	0.94
443	sell	v	87865	0.95
444	major	j	87487	0.95
445	sometimes	r	84845	0.98
446	require	v	89280	0.93
447	along	i	84926	0.97
448	development	n	91995	0.90
449	themselves	p	85425	0.97
450	report	v	88138	0.93
451	role	n	88666	0.92
452	better	j	83895	0.98
453	economic	j	90392	0.91
454	effort	n	86473	0.95
455	up	i	85759	0.95
456	decide	v	84035	0.97
457	rate	n	87224	0.94
458	strong	j	83677	0.98
459	possible	j	85092	0.96
460	heart	n	84536	0.96
461	drug	n	86231	0.94
462	show	n	86828	0.93
463	leader	n	85438	0.95
464	light	n	87427	0.93
465	voice	n	89379	0.90
466	wife	n	83601	0.96
467	whole	j	83756	0.96
468	police	n	85880	0.93
469	mind	n	82808	0.96
470	finally	r	81951	0.97
471	pull	v	87243	0.91
472	return	v	81812	0.97
473	free	j	82090	0.97
474	military	j	85152	0.93
475	price	n	84443	0.94
476	report	n	83174	0.95
477	less	r	82930	0.95
478	according	i	83773	0.94
479	decision	n	82429	0.95
480	explain	v	80797	0.97
481	son	n	80895	0.97
482	hope	v	81385	0.96
483	even	c	79087	0.98
484	develop	v	84835	0.92
485	view	n	81338	0.96
486	relationship	n	84549	0.92
487	carry	v	79513	0.97
488	town	n	79821	0.97
489	road	n	80987	0.95
490	drive	v	80476	0.96
491	arm	n	84865	0.91
492	TRUE	j	79299	0.97
493	federal	j	81826	0.94
494	break	v	79310	0.97
495	better	r	78334	0.98
496	difference	n	82911	0.92
497	receive	v	80250	0.95
498	thank	v	88574	0.86
499	value	n	82942	0.92
500	international	j	81610	0.93
501	building	n	78487	0.97
502	action	n	80009	0.95
503	full	j	77547	0.97
504	model	n	82973	0.91
505	join	v	80609	0.93
506	season	n	83743	0.89
507	society	n	81192	0.92
508	because	i	77116	0.97
509	tax	n	80713	0.92
510	director	n	79813	0.93
511	early	r	75605	0.98
512	position	n	77124	0.96
513	player	n	81358	0.91
514	agree	v	76753	0.96
515	especially	r	76304	0.96
516	record	n	77509	0.94
517	pick	v	77197	0.95
518	wear	v	77921	0.94
519	paper	n	75383	0.97
520	special	j	75298	0.97
521	space	n	75395	0.96
522	ground	n	74713	0.97
523	form	n	78493	0.92
524	support	v	76544	0.94
525	event	n	75559	0.95
526	official	n	79026	0.91
527	whose	d	74914	0.96
528	matter	n	73842	0.97
529	everyone	p	74579	0.96
530	center	n	74559	0.96
531	couple	n	74871	0.96
532	site	n	75932	0.94
533	end	v	73099	0.97
534	project	n	75446	0.94
535	hit	v	73999	0.95
536	base	v	75887	0.93
537	activity	n	77980	0.90
538	star	n	73695	0.95
539	table	n	75228	0.93
540	need	n	74877	0.93
541	court	n	74112	0.94
542	produce	v	74169	0.94
543	eat	v	73505	0.95
544	American	n	73063	0.95
545	teach	v	72668	0.95
546	oil	n	74386	0.93
547	half	d	70930	0.97
548	situation	n	72603	0.95
549	easy	j	71602	0.96
550	cost	n	73512	0.94
551	industry	n	73055	0.94
552	figure	n	74858	0.92
553	face	v	69493	0.98
554	street	n	71645	0.95
555	image	n	72216	0.94
556	itself	p	71093	0.96
557	phone	n	71599	0.95
558	either	r	69497	0.97
559	data	n	76594	0.88
560	cover	v	69387	0.97
561	quite	r	69966	0.96
562	picture	n	69229	0.97
563	clear	j	68662	0.98
564	practice	n	73745	0.91
565	piece	n	68901	0.97
566	land	n	69750	0.96
567	recent	j	70685	0.94
568	describe	v	71377	0.93
569	product	n	70883	0.94
570	doctor	n	69446	0.95
571	wall	n	71390	0.93
572	patient	n	72217	0.91
573	worker	n	69962	0.94
574	news	n	70051	0.94
575	test	n	69870	0.94
576	movie	n	69387	0.94
577	certain	j	67228	0.97
578	north	n	68046	0.96
579	love	n	67495	0.96
580	personal	j	67917	0.96
581	open	j	67218	0.97
582	support	n	69431	0.93
583	simply	r	66712	0.97
584	third	m	67037	0.97
585	technology	n	69565	0.93
586	catch	v	68214	0.94
587	step	n	66232	0.97
588	baby	n	67881	0.94
589	computer	n	67399	0.95
590	type	n	68481	0.93
591	attention	n	65271	0.97
592	draw	v	65198	0.97
593	film	n	66724	0.95
594	Republican	n	71611	0.88
595	organization	n	67532	0.93
596	tree	n	66630	0.94
597	source	n	66862	0.94
598	red	j	66217	0.94
599	nearly	r	64860	0.96
600	choose	v	64348	0.97
601	cause	v	64531	0.97
602	hair	n	69564	0.89
603	look	n	66194	0.94
604	point	v	62980	0.98
605	century	n	65667	0.94
606	evidence	n	65360	0.94
607	window	n	68303	0.90
608	difficult	j	63947	0.96
609	listen	v	64984	0.94
610	soon	r	63168	0.96
611	culture	n	67128	0.91
612	billion	m	65243	0.93
613	chance	n	62682	0.97
614	brother	n	63406	0.95
615	energy	n	64139	0.94
616	realize	v	62094	0.97
617	period	n	64534	0.93
618	course	n	64012	0.94
619	summer	n	62503	0.96
620	less	d	62154	0.96
621	hundred	m	61266	0.97
622	available	j	63196	0.94
623	plant	n	63476	0.93
624	likely	j	63002	0.94
625	opportunity	n	62422	0.95
626	term	n	62962	0.94
627	short	j	60451	0.98
628	letter	n	60369	0.98
629	condition	n	63489	0.93
630	choice	n	60487	0.97
631	place	v	60927	0.96
632	single	j	60072	0.97
633	rule	n	61062	0.95
634	daughter	n	60424	0.96
635	administration	n	62071	0.93
636	south	n	60630	0.96
637	husband	n	60126	0.96
638	Congress	n	62841	0.92
639	floor	n	62458	0.92
640	campaign	n	64172	0.90
641	material	n	62440	0.92
642	population	n	62999	0.91
643	well	i	61219	0.93
644	call	n	59543	0.96
645	economy	n	60990	0.93
646	medical	j	59424	0.96
647	hospital	n	58669	0.97
648	church	n	59466	0.96
649	close	v	60884	0.93
650	risk	n	60432	0.94
651	thousand	m	58307	0.97
652	current	j	61252	0.92
653	fire	n	59386	0.95
654	future	n	58020	0.97
655	wrong	j	58988	0.95
656	involve	v	59542	0.94
657	defense	n	59701	0.94
658	behavior	n	63815	0.88
659	anyone	p	58279	0.96
660	increase	v	60442	0.93
661	security	n	58914	0.95
662	myself	p	59779	0.93
663	bank	n	58992	0.94
664	certainly	r	59739	0.93
665	west	n	58169	0.95
666	sport	n	59006	0.94
667	board	n	58436	0.95
668	seek	v	58495	0.94
669	per	i	59432	0.93
670	subject	n	61397	0.90
671	officer	n	57617	0.96
672	private	j	57248	0.96
673	rest	n	56714	0.97
674	deal	v	57462	0.96
675	performance	n	59909	0.92
676	fight	v	56886	0.96
677	throw	v	57784	0.95
678	top	n	57743	0.95
679	quickly	r	56454	0.97
680	past	j	56588	0.96
681	goal	n	58728	0.93
682	second	n	56022	0.97
683	bed	n	60304	0.90
684	order	n	56483	0.96
685	author	n	58300	0.93
686	fill	v	56915	0.95
687	represent	v	58744	0.92
688	focus	v	57177	0.94
689	foreign	j	57540	0.94
690	drop	v	56448	0.95
691	plan	v	55829	0.96
692	blood	n	56351	0.95
693	upon	i	57033	0.94
694	agency	n	56954	0.94
695	push	v	56103	0.95
696	nature	n	57929	0.92
697	color	n	56978	0.94
698	no	r	54602	0.98
699	recently	r	55992	0.95
700	store	n	56147	0.95
701	reduce	v	57029	0.93
702	sound	n	56828	0.94
703	note	v	57025	0.93
704	fine	j	55174	0.96
705	before	r	55608	0.95
706	near	i	54869	0.96
707	movement	n	56210	0.94
708	page	n	55937	0.94
709	enter	v	54479	0.96
710	common	j	56129	0.93
711	share	v	54010	0.97
712	than	i	55719	0.94
713	poor	j	53820	0.97
714	other	p	54372	0.96
715	natural	j	55526	0.94
716	race	n	54838	0.95
717	concern	n	55203	0.94
718	series	n	54549	0.95
719	significant	j	58947	0.88
720	similar	j	55901	0.92
721	hot	j	54601	0.95
722	language	n	55799	0.92
723	each	p	53663	0.96
724	usually	r	53477	0.96
725	response	n	56342	0.91
726	dead	j	55111	0.93
727	rise	v	53542	0.95
728	animal	n	53127	0.96
729	factor	n	57612	0.89
730	decade	n	53727	0.95
731	article	n	54871	0.93
732	shoot	v	53038	0.95
733	east	n	53010	0.95
734	seven	m	52095	0.97
735	save	v	52067	0.97
736	artist	n	54353	0.92
737	away	i	52005	0.96
738	scene	n	51248	0.97
739	eight	m	51057	0.97
740	stock	n	54305	0.91
741	career	n	52101	0.95
742	despite	i	51526	0.96
743	central	j	52501	0.94
744	thus	r	57039	0.87
745	treatment	n	53390	0.92
746	beyond	i	50742	0.97
747	happy	j	51669	0.95
748	exactly	r	52685	0.93
749	protect	v	50649	0.97
750	approach	n	53980	0.91
751	lie	v	51657	0.95
752	size	n	51868	0.95
753	dog	n	52347	0.94
754	fund	n	53859	0.91
755	serious	j	50285	0.97
756	occur	v	52768	0.93
757	media	n	51798	0.94
758	ready	j	50833	0.96
759	sign	n	50045	0.98
760	thought	n	51509	0.95
761	list	n	50678	0.96
762	individual	n	54738	0.89
763	simple	j	50583	0.96
764	quality	n	52224	0.93
765	pressure	n	50773	0.96
766	accept	v	49952	0.97
767	answer	n	49969	0.97
768	hard	r	50793	0.95
769	resource	n	53398	0.90
770	identify	v	53484	0.90
771	left	j	50479	0.95
772	meeting	n	49916	0.96
773	determine	v	52130	0.92
774	prepare	v	49208	0.98
775	disease	n	51211	0.94
776	whatever	d	50200	0.96
777	success	n	50541	0.95
778	argue	v	51013	0.94
779	recognize	v	50421	0.95
780	cup	n	53633	0.89
781	particularly	r	50329	0.95
782	amount	n	49944	0.95
783	ability	n	51476	0.93
784	staff	n	50177	0.95
785	indicate	v	53215	0.89
786	character	n	49530	0.96
787	growth	n	50904	0.93
788	loss	n	49759	0.95
789	degree	n	50612	0.94
790	wonder	v	50875	0.93
791	attack	n	50898	0.93
792	herself	p	52940	0.89
793	region	n	50914	0.93
794	television	n	49673	0.95
795	box	n	49667	0.95
796	training	n	49997	0.93
797	pretty	r	50385	0.93
798	deal	n	48975	0.95
799	everybody	p	51217	0.91
800	trade	n	49696	0.94
801	election	n	51322	0.91
802	physical	j	51451	0.90
803	lay	v	49358	0.94
804	general	j	49657	0.93
805	feeling	n	47349	0.98
806	standard	n	49876	0.93
807	message	n	47533	0.97
808	fail	v	47503	0.97
809	bill	n	49011	0.94
810	outside	i	46628	0.98
811	arrive	v	47435	0.97
812	analysis	n	53840	0.85
813	benefit	n	48594	0.94
814	name	v	47375	0.97
815	sex	n	47827	0.95
816	forward	r	47877	0.95
817	lawyer	n	47853	0.95
818	present	v	49659	0.92
819	section	n	49764	0.91
820	environmental	j	51192	0.88
821	glass	n	49686	0.91
822	skill	n	50431	0.90
823	answer	v	47661	0.95
824	sister	n	48190	0.94
825	PM	r	54765	0.82
826	professor	n	46575	0.97
827	operation	n	47276	0.95
828	financial	j	47803	0.94
829	crime	n	48010	0.93
830	stage	n	46346	0.97
831	ok	r	54697	0.82
832	compare	v	48094	0.93
833	authority	n	47309	0.94
834	miss	v	46525	0.96
835	design	n	48605	0.92
836	sort	n	47086	0.95
837	one	n	45596	0.98
838	act	v	45648	0.98
839	ten	m	46827	0.95
840	knowledge	n	50335	0.88
841	gun	n	47305	0.94
842	station	n	46299	0.96
843	blue	j	47622	0.93
844	state	v	47977	0.93
845	strategy	n	49126	0.90
846	little	d	45469	0.97
847	clearly	r	45912	0.96
848	discuss	v	46852	0.94
849	indeed	r	46184	0.95
850	force	v	44931	0.97
851	truth	n	45155	0.97
852	song	n	45352	0.96
853	example	n	47134	0.93
854	democratic	j	47299	0.92
855	check	v	45760	0.95
856	environment	n	47807	0.91
857	leg	n	47477	0.91
858	dark	j	47565	0.91
859	public	n	45684	0.95
860	various	j	46777	0.92
861	rather	r	44934	0.96
862	laugh	v	48567	0.89
863	guess	v	48046	0.90
864	executive	n	47338	0.91
865	set	n	45121	0.96
866	study	v	44897	0.96
867	prove	v	44304	0.97
868	hang	v	46632	0.92
869	entire	j	43997	0.98
870	rock	n	45225	0.95
871	design	v	45946	0.94
872	enough	d	44378	0.97
873	forget	v	45571	0.94
874	since	i	45591	0.94
875	claim	v	44259	0.97
876	note	n	44720	0.96
877	remove	v	44683	0.96
878	manager	n	46187	0.93
879	help	n	43721	0.98
880	close	j	43568	0.98
881	sound	v	45311	0.94
882	enjoy	v	44020	0.97
883	network	n	45122	0.94
884	legal	j	44820	0.95
885	religious	j	46425	0.91
886	cold	j	44649	0.95
887	form	v	44646	0.95
888	final	j	43589	0.97
889	main	j	43707	0.97
890	science	n	45726	0.92
891	green	j	44673	0.94
892	memory	n	43531	0.97
893	card	n	43605	0.96
894	above	i	44130	0.95
895	seat	n	44404	0.95
896	cell	n	44831	0.94
897	establish	v	45921	0.91
898	nice	j	44792	0.93
899	trial	n	44489	0.94
900	expert	n	43898	0.95
901	that	r	43359	0.96
902	spring	n	44085	0.95
903	firm	n	44704	0.93
904	Democrat	n	46905	0.88
905	radio	n	43156	0.96
906	visit	v	42941	0.96
907	management	n	45112	0.92
908	care	v	42978	0.96
909	avoid	v	42890	0.96
910	imagine	v	43487	0.95
911	tonight	r	47549	0.87
912	huge	j	42582	0.96
913	ball	n	43512	0.94
914	no	u	44951	0.91
915	close	r	42826	0.95
916	yourself	p	43471	0.94
917	finish	v	43143	0.95
918	talk	n	43267	0.94
919	theory	n	45553	0.90
920	impact	n	43782	0.93
921	respond	v	42139	0.96
922	statement	n	42941	0.94
923	maintain	v	43493	0.93
924	charge	n	42353	0.95
925	popular	j	42399	0.95
926	traditional	j	43681	0.92
927	onto	i	43538	0.92
928	reveal	v	42605	0.94
929	direction	n	41280	0.97
930	weapon	n	43158	0.93
931	employee	n	42824	0.93
932	contain	v	42542	0.94
933	cultural	j	45673	0.87
934	peace	n	42273	0.94
935	head	v	41658	0.95
936	control	v	41771	0.95
937	base	n	41154	0.96
938	pain	n	41350	0.96
939	apply	v	42391	0.93
940	play	n	41662	0.95
941	wide	j	41233	0.96
942	measure	n	43938	0.90
943	shake	v	45160	0.87
944	fly	v	41373	0.95
945	interview	n	41594	0.95
946	manage	v	40536	0.97
947	chair	n	43256	0.91
948	fish	n	41488	0.95
949	particular	j	42291	0.93
950	camera	n	41218	0.95
951	structure	n	43638	0.90
952	politics	n	41758	0.94
953	bit	n	41915	0.93
954	perform	v	41667	0.94
955	weight	n	41919	0.93
956	suddenly	r	43382	0.90
957	discover	v	40489	0.97
958	candidate	n	43251	0.90
959	top	j	41484	0.94
960	production	n	42052	0.93
961	treat	v	40264	0.97
962	evening	n	40889	0.95
963	trip	n	40423	0.96
964	affect	v	41496	0.93
965	inside	i	40856	0.95
966	conference	n	40643	0.95
967	unit	n	41087	0.94
968	best	r	39959	0.97
969	style	n	40889	0.94
970	adult	n	40705	0.95
971	worry	v	40210	0.96
972	mention	v	39815	0.97
973	range	n	41326	0.93
974	rather	i	41558	0.93
975	far	j	39967	0.96
976	deep	j	40126	0.96
977	past	n	39559	0.97
978	edge	n	40960	0.94
979	individual	j	42325	0.90
980	specific	j	42397	0.90
981	writer	n	39666	0.96
982	trouble	n	39659	0.96
983	necessary	j	40776	0.93
984	throughout	i	40170	0.95
985	challenge	n	40380	0.94
986	fear	n	38857	0.98
987	shoulder	n	42843	0.89
988	institution	n	42153	0.90
989	middle	j	40402	0.94
990	sea	n	39516	0.96
991	dream	n	39613	0.96
992	bar	n	39853	0.95
993	beautiful	j	40052	0.94
994	property	n	40027	0.94
995	instead	r	39051	0.97
996	improve	v	40214	0.94
997	stuff	n	40180	0.94
998	detail	n	38750	0.97
999	method	n	42667	0.88
1000	sign	v	39418	0.95
1001	somebody	p	41664	0.90
1002	magazine	n	39197	0.96
1003	hotel	n	39642	0.95
1004	soldier	n	39552	0.95
1005	reflect	v	40687	0.92
1006	heavy	j	39160	0.96
1007	sexual	j	41865	0.89
1008	cause	n	38843	0.96
1009	bag	n	40007	0.93
1010	heat	n	40363	0.92
1011	fall	n	38822	0.96
1012	marriage	n	38517	0.96
1013	tough	j	39600	0.94
1014	sing	v	38575	0.96
1015	purpose	n	40084	0.92
1016	surface	n	39367	0.94
1017	exist	v	39341	0.94
1018	pattern	n	40397	0.91
1019	whom	p	37954	0.97
1020	skin	n	39893	0.92
1021	agent	n	38265	0.96
1022	owner	n	39492	0.93
1023	machine	n	38414	0.96
1024	gas	n	38194	0.96
1025	down	i	39633	0.93
1026	ahead	r	39705	0.92
